Actuator Name,Joint Name,Velocity Limit,Effort Limit
Rfl1_hipr,Jfl1_hipr,158,120
Rfl2_hipp,Jfl2_hipp,158,120
Rfl3_knee,Jfl3_knee,158,120
Rfr1_hipr,Jfr1_hipr,158,120
Rfr2_hipp,Jfr2_hipp,158,120
Rfr3_knee,Jfr3_knee,158,120
Rrl1_hipr,Jrl1_hipr,158,120
Rrl2_hipp,Jrl2_hipp,158,120
Rrl3_knee,Jrl3_knee,158,120
Rrr1_hipr,Jrr1_hipr,158,120
Rrr2_hipp,Jrr2_hipp,158,120
Rrr3_knee,Jrr3_knee,158,120
