time,Jfl1_hip_roll,Jfl2_hip_pitch,Jfl3_knee,Jfr1_hip_roll,Jfr2_hip_pitch,Jfr3_knee,Jrl1_hip_roll,Jrl2_hip_pitch,Jrl3_knee,Jrr1_hip_roll,Jrr2_hip_pitch,Jrr3_knee
2.84,0.0191368490268,0.629309967993,1.06355879943,-0.0681493997007,2.94238644586,-2.43636032056,-0.0385025992732,-2.68006804372,1.72084416334,0.0135920497833,-0.894042059319,-0.594583394464
2.85,0.0188541716472,0.573778631056,1.11807442299,-0.0504586800459,2.97106736741,-2.78266338888,-0.0349899568221,-2.73011291312,2.12054948338,0.0163466002073,-0.806177280151,-0.710827323779
2.86,0.0183300732713,0.518583400338,1.16960127976,-0.0355080844971,2.96409846451,-3.07475442053,-0.031801677204,-2.74536468801,2.47269358958,0.0191140645075,-0.713615014652,-0.831741889681
2.87,0.0177570170123,0.46381578743,1.21934329589,-0.0147335557474,2.91924872349,-3.30459312316,-0.026829845611,-2.72082325176,2.77310623954,0.0218675083395,-0.616681492728,-0.957891721703
2.88,0.0173342070586,0.409676585669,1.26729172004,0.00309970958475,2.8387960297,-3.47623330709,-0.0186948876662,-2.66299127621,3.02056759731,0.0245154913585,-0.515264301306,-1.08963116243
2.89,0.0168769255211,0.356872844561,1.31272991948,0.0230625164351,2.73304501977,-3.58681374538,-0.00967022578234,-2.57936696869,3.2173285147,0.0272226691935,-0.410131230856,-1.22609035
2.9,0.0165261923103,0.305981958521,1.35448065736,0.0423329330888,2.60146326839,-3.63737465284,-0.00125435568429,-2.47428895192,3.3658365366,0.0298557037399,-0.301117142837,-1.36732496024
2.91,0.0164066800277,0.258424562892,1.38946506046,0.0563703569208,2.4434208433,-3.62956636913,0.00821335979415,-2.34549639435,3.46459460195,0.0322259050698,-0.18832624285,-1.51245878471
2.92,0.0165677971448,0.216222825065,1.41355767947,0.0693205202333,2.26806394724,-3.56290518091,0.0164240871652,-2.20299040085,3.5187506346,0.0341580325917,-0.0722540864795,-1.65995632707
2.93,0.0169101522927,0.181828031679,1.4217066155,0.081831226859,2.07649452819,-3.43734048751,0.0205458125431,-2.05271666007,3.53381675288,0.0355516763651,0.0460667473164,-1.80722928894
2.94,0.0171910898052,0.158540827032,1.40767372679,0.0908236658184,1.86325730401,-3.2531890394,0.0222643225818,-1.89202927051,3.50954642575,0.0363013068516,0.164231687676,-1.94972666647
2.95,0.0172217286821,0.151154366819,1.36291268624,0.0977472722521,1.6331972116,-3.01185835886,0.0200286209425,-1.7252542394,3.44941982774,0.0360872806967,0.278257084127,-2.0804748306
2.96,0.0164482474784,0.165980615117,1.27719913008,0.106283828478,1.38534098896,-2.71139568764,0.00981266550287,-1.55798544367,3.35843562275,0.0347307434223,0.381045804876,-2.18817240045
2.97,0.0138831219716,0.210910684382,1.13929928185,0.10548290351,1.10622287085,-2.35617932884,0.0026099455212,-1.36796646354,3.21948570008,0.0321728877649,0.461049940613,-2.25570877933
2.98,0.0089172180573,0.297142227741,0.933057896261,0.105427650251,0.800861645336,-1.94349896818,-0.0115118541038,-1.16501315711,3.03790842441,0.0276395639827,0.50310674802,-2.26021364643
2.99,-0.0006410931347,0.440062225785,0.639831435043,0.106933453364,0.465752420413,-1.4730140633,-0.0333799999948,-0.941488921095,2.80006601487,0.021004630723,0.4790071342,-2.16132680743
3,-0.0169612791857,0.653819553678,0.244980617775,0.107538368282,0.0934364716077,-0.951133671361,-0.0589689150984,-0.680244852422,2.48667807705,0.0120049255695,0.357809176062,-1.91533932653
3.01,-0.169782310936,1.5427137143,-1.8552001597,0.0647756982571,-1.6802023845,1.93880051048,-0.0170068818248,0.9998729172,-0.387167530151,-0.062163892514,-0.623983966913,0.346957684025
3.02,-0.191988710793,1.70409917381,-2.37754220227,0.0768364102461,-1.74071347677,1.99072029844,-0.0195292339097,1.1336340161,-0.61099673362,-0.0754689686971,-0.904010015433,1.05781018435
3.03,-0.207817091143,1.84684887825,-2.89341321809,0.0865401181316,-1.75942796589,1.94307734323,-0.024017772617,1.23607342263,-0.755606835736,-0.0872305811682,-1.18595831736,1.79509189379
3.04,-0.218334370658,1.95866434131,-3.38765808566,0.0936229850227,-1.74938677018,1.83118889873,-0.0291970192114,1.31223831105,-0.839491148639,-0.0969410321618,-1.44672309379,2.52538171184
3.05,-0.223052508515,2.02935745244,-3.83537111893,0.0980612790465,-1.72012223902,1.6798485103,-0.034172041266,1.36740274856,-0.878268095553,-0.105208407197,-1.66755578503,3.21185723809
3.06,-0.221665792743,2.04796108965,-4.21930967367,0.0999687171169,-1.67855041664,1.50631892344,-0.03833156531,1.40644515481,-0.884633333003,-0.112305721932,-1.83152703705,3.82780329941
