time,Jfl1_hip_roll,Jfl2_hip_pitch,Jfl3_knee,Jfr1_hip_roll,Jfr2_hip_pitch,Jfr3_knee,Jrl1_hip_roll,Jrl2_hip_pitch,Jrl3_knee,Jrr1_hip_roll,Jrr2_hip_pitch,Jrr3_knee
0,0,-0.98,1.48,0,0.98,-1.48,0,-0.98,1.48,0,0.98,-1.48
0.01,-1.70177557969e-06,-0.979866578334,1.47967013356,-1.70183549607e-06,0.979870834204,-1.47968364837,-1.00067782489e-06,-0.980004441402,1.47993271595,-1.0006333191e-06,0.980005081522,-1.47993934935
0.02,-7.50448735761e-06,-0.979414798506,1.4787017598,-7.5043802305e-06,0.979436686474,-1.4787712518,-6.38589761193e-06,-0.979831903932,1.47949615702,-6.38591629391e-06,0.979835264493,-1.47953036868
0.03,-2.31314660887e-05,-0.978605697357,1.47714923854,-2.31298145069e-05,0.978659233104,-1.47733406768,-1.82743797899e-05,-0.979281430432,1.47843603175,-1.82750339127e-05,0.979279848622,-1.47851589475
0.04,-5.72370621419e-05,-0.977440886006,1.47505399284,-5.72290274214e-05,0.977534020425,-1.47541396538,-3.40279778467e-05,-0.978289484608,1.47666964468,-3.40314772143e-05,0.978261339152,-1.47679866698
0.05,-0.000110228033612,-0.975936631186,1.47245301625,-0.000110202890859,0.976076426621,-1.47304085221,-5.05821917653e-05,-0.976835457531,1.4741638249,-5.05939769871e-05,0.976761971673,-1.47434560734
0.06,-0.000171463416819,-0.974125368619,1.46939829245,-0.00017140616531,0.974324841941,-1.47025562556,-6.74183917229e-05,-0.974927350286,1.47092422153,-6.74459472788e-05,0.97481070594,-1.47117994716
0.07,-0.000228106003286,-0.972040240976,1.46593881817,-0.00022800035921,0.972320458695,-1.4671007426,-8.64903582215e-05,-0.972599004746,1.46700145723,-8.65401979774e-05,0.97246395168,-1.46737348494
0.08,-0.000276855232617,-0.969703300208,1.46208825831,-0.00027668346425,0.970089506254,-1.46359522936,-0.000109839095959,-0.969892114812,1.46244693717,-0.000109916621933,0.969769192903,-1.46298607665
0.09,-0.000324960139062,-0.967140207491,1.45787163564,-0.000324698872052,0.967655770343,-1.45976946051,-0.000134714713285,-0.96685080988,1.45732116162,-0.000134827608149,0.966762685658,-1.45807218187
0.1,-0.000379657820949,-0.96438493342,1.45333052805,-0.000379274706612,0.965048887933,-1.45566746488,-0.000159270892412,-0.9635308381,1.45170743514,-0.000159431300309,0.96348874458,-1.45270409587
0.11,-0.000442794026871,-0.961473126973,1.44850995813,-0.000442248552117,0.9623019389,-1.45133135967,-0.000182690375753,-0.959987875255,1.44568910688,-0.000182914091031,0.959999175987,-1.44695984219
0.12,-0.000511822908891,-0.958439092649,1.4434584741,-0.000511069279673,0.959448973591,-1.44680322893,-0.000204553608784,-0.956272436054,1.43934571888,-0.000204858272598,0.956348165339,-1.44091998739
0.13,-0.000583496529495,-0.955313437753,1.43822090938,-0.000582485614075,0.956520801362,-1.44212276515,-0.000225356971731,-0.952430333168,1.43275112107,-0.000225761355404,0.952585298055,-1.43466001432
0.14,-0.000656965113815,-0.952123190747,1.43283801868,-0.00065564463028,0.953543480194,-1.43732563144,-0.000244330145123,-0.948501859564,1.42597132466,-0.000244854552315,0.948751960158,-1.42824473525
0.15,-0.000732853537368,-0.948893093712,1.42734813063,-0.000731167280731,0.950539934736,-1.4324462117,-0.000260601783839,-0.944523315761,1.41906660622,-0.000261268892658,0.944882909485,-1.42173097634
0.16,-0.000812362312113,-0.945645771959,1.42178781738,-0.00081024965024,0.947530598883,-1.42751749921,-0.000273259399972,-0.940526970488,1.41209179189,-0.000274094727525,0.941007821753,-1.41516920099
0.17,-0.000896294485495,-0.942401583241,1.41619119867,-0.000893690879253,0.944533863615,-1.42257012558,-0.000281614059739,-0.936540650619,1.40509508467,-0.000282645785071,0.937152391463,-1.40860378834
0.18,-0.000984691585243,-0.939178874058,1.41059051028,-0.000981529920394,0.941566507411,-1.41763270945,-0.000285287802606,-0.93258834675,1.39811931182,-0.000286546203934,0.933339452916,-1.40207470074
0.19,-0.00107709771353,-0.935993526489,1.40501474981,-0.0010733096892,0.938643203212,-1.41273076322,-0.000284118893442,-0.928690094472,1.39120121714,-0.000285635815777,0.929588594175,-1.39561660347
0.2,-0.00117299358743,-0.93285910454,1.39948939033,-0.00116851054565,0.935776472406,-1.40788668385,-0.000278051819279,-0.92486276766,1.38437240705,-0.000279860410427,0.9259163444,-1.38925930783
0.21,-0.00127201143872,-0.929787014657,1.39403640524,-0.00126676465999,0.932976730312,-1.40311991345,-0.000267102086879,-0.92112030614,1.37765950833,-0.000269236718625,0.92233606306,-1.38302764706
0.22,-0.00137396887651,-0.926786941043,1.38867506474,-0.00136788994738,0.930252569728,-1.39844736911,-0.000251283648919,-0.917474265896,1.37108518691,-0.000253779750229,0.918858394406,-1.37694223765
0.23,-0.00147871152891,-0.923867114497,1.38342192466,-0.00147173257945,0.92761117559,-1.39388361824,-0.000230721761289,-0.913934214239,1.36466837887,-0.000233615609527,0.915491866929,-1.37102000821
0.24,-0.00158598195928,-0.921034099103,1.37829072722,-0.00157803625976,0.92505819493,-1.38944062702,-0.000205628861841,-0.910507804166,1.3584247416,-0.000208957221397,0.912243247362,-1.36527486729
0.25,-0.00169537362292,-0.918292798181,1.37329246396,-0.00168639644432,0.922597721114,-1.38512764254,-0.000176280807955,-0.907200947607,1.35236703703,-0.00018008047157,0.909117779925,-1.35971807014
0.26,-0.00180642932454,-0.915646809404,1.36843565093,-0.00179635837116,0.920232650329,-1.38095170693,-0.000143037630731,-0.90401774013,1.34650459343,-0.000147345112107,0.906118959296,-1.35435763219
0.27,-0.00191869741295,-0.913098660944,1.36372714525,-0.00190747377228,0.917964751353,-1.37691803432,-0.000106224946377,-0.900961190062,1.34084505679,-0.00011107597123,0.903249175531,-1.34919979535
0.28,-0.00203165890071,-0.910649874711,1.35917217753,-0.00201922795917,0.915794795482,-1.37303014612,-6.61955736882e-05,-0.898033317514,1.33539449206,-7.16245694791e-05,0.90050989288,-1.34424925639
0.29,-0.0021448215426,-0.908301106821,1.35477435887,-0.00213113299273,0.913722820661,-1.36929036989,-2.33659775545e-05,-0.895234901529,1.330156646,-2.94058863639e-05,0.897901354142,-1.33950861038
0.3,-0.0022577284523,-0.906052281078,1.35053605137,-0.00224273651401,0.911748161963,-1.3656999438,2.18278460819e-05,-0.892565853122,1.32513377146,1.51458490782e-05,0.895422898036,-1.33497899829
0.31,-0.00236987340812,-0.903902580226,1.34645848402,-0.00235353775502,0.909869356994,-1.36225877725,6.89430839477e-05,-0.890025274745,1.32032687436,6.15901552659e-05,0.893073055305,-1.33066022805
0.32,-0.0024807200271,-0.901850508583,1.3425416008,-0.00246300624812,0.908084300806,-1.35896556749,0.000117502042672,-0.887611377122,1.3157352851,0.000109452046298,0.890849496511,-1.32655049914
0.33,-0.00258976022132,-0.899894051919,1.33878440123,-0.00257063995838,0.906390431696,-1.35581824696,0.000167021195863,-0.885321660994,1.31135703988,0.000158250943939,0.888749202431,-1.32264682139
0.34,-0.00269640052853,-0.898030590848,1.3351850417,-0.00267585247733,0.9047844892,-1.35281366398,0.000216960663658,-0.883153170263,1.30718962517,0.000207450575724,0.886768645002,-1.3189454944
0.35,-0.00279998230863,-0.896256983061,1.33174089461,-0.00277799318509,0.903262633544,-1.34994770104,0.000266750395412,-0.881102508758,1.3032299123,0.00025648511803,0.884903847086,-1.31544211169
0.36,-0.00289995387469,-0.894569815405,1.32844883617,-0.00287651851751,0.901820794866,-1.34721587194,0.000315899852466,-0.879165781504,1.29947385602,0.000304868441466,0.883150339042,-1.31213141565
0.37,-0.00299578294179,-0.892965383535,1.32530521844,-0.0029709043158,0.900454661994,-1.34461331763,0.000363906579526,-0.877338721478,1.29591674348,0.000352102685428,0.881503290991,-1.30900756349
0.38,-0.00308695619949,-0.89143969766,1.32230588167,-0.00306064542749,0.89915964841,-1.34213474693,0.000410253752851,-0.875616781898,1.29255336882,0.000397675844672,0.879957564812,-1.30606422948
0.39,-0.00317301340736,-0.889988573443,1.31944621338,-0.00314528964673,0.897930997953,-1.3397745187,0.000454447387773,-0.873995203742,1.28937804626,0.000441098868454,0.878507799678,-1.30329464682
0.4,-0.00325361283774,-0.888607757461,1.31672117384,-0.0032245023429,0.896764030889,-1.3375269251,0.000496067802694,-0.872469019884,1.2863844039,0.000481956641902,0.877148516036,-1.30069161958
