time,Jfl1_hip_roll,Jfl2_hip_pitch,Jfl3_knee,Jfr1_hip_roll,Jfr2_hip_pitch,Jfr3_knee,Jrl1_hip_roll,Jrl2_hip_pitch,Jrl3_knee,Jrr1_hip_roll,Jrr2_hip_pitch,Jrr3_knee
0,0,-0.98,1.48,0,0.98,-1.48,0,-0.98,1.48,0,0.98,-1.48
0.01,-1.81304984579e-06,-0.979940495971,1.47975351425,-1.81299056728e-06,0.979939911277,-1.47975134862,2.33851975706e-06,-0.980124890898,1.48010471178,2.33851955632e-06,0.980125008059,-1.48010388273
0.02,-5.64580976546e-06,-0.979722673195,1.47901460377,-5.64521275138e-06,0.979725320425,-1.47901490676,8.01171462492e-06,-0.980367838113,1.4802433538,8.01172310886e-06,0.980373650949,-1.48024968791
0.03,-7.5673954252e-06,-0.979270545136,1.47777078804,-7.56396334876e-06,0.979290718848,-1.47779813742,1.30903249305e-05,-0.980486442983,1.48008646468,1.30902884078e-05,0.98051403642,-1.4801279578
0.04,-4.36823611725e-06,-0.978529541936,1.47602004538,-4.35689467537e-06,0.978590542566,-1.47611782951,1.35280336875e-05,-0.980293968157,1.47938023051,1.35275427644e-05,0.980367362137,-1.47950165206
0.05,4.90100387902e-06,-0.977482895474,1.47377873505,4.92745080488e-06,0.977613083505,-1.47400179259,7.45319248972e-06,-0.979705840121,1.47801164379,7.45100010738e-06,0.979852963352,-1.47826702868
0.06,1.99534333203e-05,-0.976127336015,1.47106343925,2.00045473675e-05,0.976357838892,-1.47147349325,-5.67661282412e-06,-0.978681246679,1.4759257211,-5.68308396034e-06,0.978931729032,-1.47637395654
0.07,3.96240813889e-05,-0.974471737038,1.46789787201,3.97123395943e-05,0.97483456623,-1.46856027582,-2.56980550164e-05,-0.977211307196,1.47311241489,-2.57133297707e-05,0.977594327004,-1.47381346631
0.08,6.23594305238e-05,-0.972533199126,1.46431061959,6.25009958982e-05,0.973060089263,-1.46529195337,-5.19682435141e-05,-0.975309804723,1.46959415685,-5.19993240528e-05,0.975853016515,-1.47060683086
0.09,8.65432084112e-05,-0.970334524534,1.46033452765,8.67586823678e-05,0.971056077994,-1.46170034288,-8.34720202827e-05,-0.97300573836,1.46541583978,-8.35290126815e-05,0.973734800505,-1.46679625957
0.1,0.00011068815486,-0.967901997329,1.45600526342,0.000111003481756,0.96884727907,-1.45781864333,-0.000118991317137,-0.970337744235,1.46063694676,-0.000119087989125,0.971276342927,-1.46243793497
0.11,0.000133276455759,-0.965264066266,1.45136101183,0.000133723612263,0.966460290511,-1.45368223193,-0.00015740492013,-0.967349515712,1.45532499817,-0.000157559243395,0.968518880324,-1.45759541464
0.12,0.000153019891395,-0.962449873488,1.44644102771,0.000153637583052,0.963922188334,-1.44932653177,-0.000197512271741,-0.964087175242,1.44955186968,-0.000197746888635,0.965506281949,-1.45233639169
0.13,0.000168850430727,-0.959488464933,1.44128499825,0.000169684620354,0.961259908455,-1.44478691315,-0.000238128157896,-0.960596988061,1.44339028322,-0.00023847081379,0.962282800887,-1.44672946752
0.14,0.000179765844695,-0.956408204094,1.43593267187,0.000180870212442,0.958499806019,-1.44009927687,-0.000278265981752,-0.956923246049,1.43691051154,-0.000278749829645,0.958890663654,-1.44084097217
0.15,0.00018501032617,-0.953236187505,1.43042298675,0.000186446522046,0.955667028745,-1.43529864192,-0.000317087614137,-0.95310816377,1.4301804122,-0.000317751445061,0.955370229119,-1.43473503778
0.16,0.000184035525814,-0.949997786711,1.4247930703,0.000185873312261,0.952785026038,-1.43041785877,-0.000353751710911,-0.949190948086,1.42326352838,-0.000354640133813,0.951759168553,-1.42847168392
0.17,0.000176336201383,-0.946716687527,1.41907873146,0.000178653511081,0.949875715654,-1.42548900356,-0.000387579309136,-0.945206789499,1.41621759393,-0.000388742791127,0.94809114988,-1.42210539664
0.18,0.00016166073946,-0.943414366814,1.413313129,0.00016454329935,0.946958880087,-1.42054139756,-0.000418016181221,-0.941187759322,1.40909590537,-0.000419510990184,0.944396975587,-1.41568646076
0.19,0.000139951979308,-0.940110185499,1.40752683961,0.000143492970025,0.944052237769,-1.41560156861,-0.000444541166795,-0.937162396771,1.40194643836,-0.000446429254601,0.94070418388,-1.40926003661
0.2,0.000111198437143,-0.936821832515,1.40174902326,0.000115498263497,0.941172139975,-1.41069573022,-0.000466935907358,-0.933155265156,1.39481133843,-0.000469284662455,0.937036312149,-1.40286592837
0.21,7.56248924533e-05,-0.933564557388,1.39600518196,8.07905130005e-05,0.938332576531,-1.40584638204,-0.000485112180636,-0.929188146629,1.38772841041,-0.000487994092831,0.933414336674,-1.39653981079
0.22,3.36389152364e-05,-0.930351539656,1.39031787608,3.97830185198e-05,0.935545526264,-1.40107284222,-0.000498983772063,-0.925279750942,1.38073059066,-0.000502476125404,0.929856449623,-1.39031268044
