row,col,x,y,z
100,23,-0.02,1.06,0
101,23,-0.06,1.06,0
102,23,-0.1,1.06,0
103,23,-0.14,1.06,0
104,23,-0.18,1.06,0
105,23,-0.22,1.06,0
106,23,-0.26,1.06,0
107,23,-0.3,1.06,0
108,23,-0.34,1.06,0
109,23,-0.38,1.06,0
110,23,-0.42,1.06,0
111,23,-0.46,1.06,0
112,23,-0.5,1.06,0
113,23,-0.54,1.06,0
114,23,-0.58,1.06,0
115,23,-0.62,1.06,0
116,23,-0.66,1.06,0
117,23,-0.7,1.06,0
118,23,-0.74,1.06,0
119,23,-0.78,1.06,0
120,23,-0.82,1.06,0
121,23,-0.86,1.06,0
122,23,-0.9,1.06,0
123,23,-0.94,1.06,0
124,23,-0.98,1.06,0
125,23,-1.02,1.06,0
126,23,-1.06,1.06,0
127,23,-1.1,1.06,0
128,23,-1.14,1.06,0
129,23,-1.18,1.06,0
130,23,-1.22,1.06,0
131,23,-1.26,1.06,0
132,23,-1.3,1.06,0
133,23,-1.34,1.06,0
134,23,-1.38,1.06,0
135,23,-1.42,1.06,0
136,23,-1.46,1.06,0
137,23,-1.5,1.06,0
138,23,-1.54,1.06,0
139,23,-1.58,1.06,0
140,23,-1.62,1.06,0
141,23,-1.66,1.06,0
142,23,-1.7,1.06,0
143,23,-1.74,1.06,0
144,23,-1.78,1.06,0
145,23,-1.82,1.06,0
146,23,-1.86,1.06,0
147,23,-1.9,1.06,0
148,23,-1.94,1.06,0
149,23,-1.98,1.06,0
150,23,-2.02,1.06,0
151,23,-2.06,1.06,0
152,23,-2.1,1.06,0
153,23,-2.14,1.06,0
154,23,-2.18,1.06,0
155,23,-2.22,1.06,0
156,23,-2.26,1.06,0
157,23,-2.3,1.06,0
158,23,-2.34,1.06,0
159,23,-2.38,1.06,0
160,23,-2.42,1.06,0
161,23,-2.46,1.06,0
162,23,-2.5,1.06,0
163,23,-2.54,1.06,0
164,23,-2.58,1.06,0
165,23,-2.62,1.06,0
166,23,-2.66,1.06,0
167,23,-2.7,1.06,0
168,23,-2.74,1.06,0
169,23,-2.78,1.06,0
170,23,-2.82,1.06,0
171,23,-2.86,1.06,0
172,23,-2.9,1.06,0
173,23,-2.94,1.06,0
174,23,-2.98,1.06,0
175,23,-3.02,1.06,0
176,23,-3.06,1.06,0
177,23,-3.1,1.06,0
178,23,-3.14,1.06,0
179,23,-3.18,1.06,0
180,23,-3.22,1.06,0
181,23,-3.26,1.06,0
182,23,-3.3,1.06,0
183,23,-3.34,1.06,0
184,23,-3.38,1.06,0
185,23,-3.42,1.06,0
186,23,-3.46,1.06,0
187,23,-3.5,1.06,0
188,23,-3.54,1.06,0
189,23,-3.58,1.06,0
190,23,-3.62,1.06,0
191,23,-3.66,1.06,0
192,23,-3.7,1.06,0
193,23,-3.74,1.06,0
194,23,-3.78,1.06,0
195,23,-3.82,1.06,0
196,23,-3.86,1.06,0
197,23,-3.9,1.06,0
198,23,-3.94,1.06,0
199,23,-3.98,1.06,0
0,24,3.98,1.02,0
1,24,3.94,1.02,0
2,24,3.9,1.02,0
3,24,3.86,1.02,0
4,24,3.82,1.02,0
5,24,3.78,1.02,0
6,24,3.74,1.02,0
7,24,3.7,1.02,0
8,24,3.66,1.02,0
9,24,3.62,1.02,0
10,24,3.58,1.02,0
11,24,3.54,1.02,0
12,24,3.5,1.02,0
13,24,3.46,1.02,0
14,24,3.42,1.02,0
15,24,3.38,1.02,0
16,24,3.34,1.02,0
17,24,3.3,1.02,0
18,24,3.26,1.02,0
19,24,3.22,1.02,0
20,24,3.18,1.02,0
21,24,3.14,1.02,0
22,24,3.1,1.02,0
23,24,3.06,1.02,0
24,24,3.02,1.02,0
25,24,2.98,1.02,0
26,24,2.94,1.02,0
27,24,2.9,1.02,0
28,24,2.86,1.02,0
29,24,2.82,1.02,0
30,24,2.78,1.02,0
31,24,2.74,1.02,0
32,24,2.7,1.02,0
33,24,2.66,1.02,0
34,24,2.62,1.02,0
35,24,2.58,1.02,0
36,24,2.54,1.02,0
37,24,2.5,1.02,0
38,24,2.46,1.02,0
39,24,2.42,1.02,0
40,24,2.38,1.02,0
41,24,2.34,1.02,0
42,24,2.3,1.02,0
43,24,2.26,1.02,0
44,24,2.22,1.02,0
45,24,2.18,1.02,0
46,24,2.14,1.02,0
47,24,2.1,1.02,0
48,24,2.06,1.02,0
49,24,2.02,1.02,0.370000004768
50,24,1.98,1.02,0.370000004768
51,24,1.94,1.02,0.34999999404
52,24,1.9,1.02,0.34999999404
53,24,1.86,1.02,0.34999999404
54,24,1.82,1.02,0.34999999404
55,24,1.78,1.02,0.34999999404
56,24,1.74,1.02,0.34999999404
57,24,1.7,1.02,0.34999999404
58,24,1.66,1.02,0.34999999404
59,24,1.62,1.02,0.34999999404
60,24,1.58,1.02,0.34999999404
61,24,1.54,1.02,0.34999999404
62,24,1.5,1.02,0.34999999404
63,24,1.46,1.02,0.34999999404
64,24,1.42,1.02,0.34999999404
65,24,1.38,1.02,0.34999999404
66,24,1.34,1.02,0.34999999404
67,24,1.3,1.02,0.34999999404
68,24,1.26,1.02,0.34999999404
69,24,1.22,1.02,0.34999999404
70,24,1.18,1.02,0.34999999404
71,24,1.14,1.02,0.34999999404
72,24,1.1,1.02,0.34999999404
73,24,1.06,1.02,0.34999999404
74,24,1.02,1.02,0.370000004768
75,24,0.98,1.02,0.370000004768
76,24,0.94,1.02,0
77,24,0.9,1.02,0
78,24,0.86,1.02,0
79,24,0.82,1.02,0
80,24,0.78,1.02,0
81,24,0.74,1.02,0
82,24,0.7,1.02,0
83,24,0.66,1.02,0
84,24,0.62,1.02,0
85,24,0.58,1.02,0
86,24,0.54,1.02,0
87,24,0.5,1.02,0
88,24,0.46,1.02,0
89,24,0.42,1.02,0
90,24,0.38,1.02,0
91,24,0.34,1.02,0
92,24,0.3,1.02,0
93,24,0.26,1.02,0
94,24,0.22,1.02,0
95,24,0.18,1.02,0
96,24,0.14,1.02,0
97,24,0.1,1.02,0
98,24,0.06,1.02,0
99,24,0.02,1.02,0
100,24,-0.02,1.02,0
101,24,-0.06,1.02,0
102,24,-0.1,1.02,0
103,24,-0.14,1.02,0
104,24,-0.18,1.02,0
105,24,-0.22,1.02,0
106,24,-0.26,1.02,0
107,24,-0.3,1.02,0
108,24,-0.34,1.02,0
109,24,-0.38,1.02,0
110,24,-0.42,1.02,0
111,24,-0.46,1.02,0
112,24,-0.5,1.02,0
113,24,-0.54,1.02,0
114,24,-0.58,1.02,0
115,24,-0.62,1.02,0
116,24,-0.66,1.02,0
117,24,-0.7,1.02,0
118,24,-0.74,1.02,0
119,24,-0.78,1.02,0
120,24,-0.82,1.02,0
121,24,-0.86,1.02,0
122,24,-0.9,1.02,0
123,24,-0.94,1.02,0
124,24,-0.98,1.02,0
125,24,-1.02,1.02,0
126,24,-1.06,1.02,0
127,24,-1.1,1.02,0
128,24,-1.14,1.02,0
129,24,-1.18,1.02,0
130,24,-1.22,1.02,0
131,24,-1.26,1.02,0
132,24,-1.3,1.02,0
133,24,-1.34,1.02,0
134,24,-1.38,1.02,0
135,24,-1.42,1.02,0
136,24,-1.46,1.02,0
137,24,-1.5,1.02,0
138,24,-1.54,1.02,0
139,24,-1.58,1.02,0
140,24,-1.62,1.02,0
141,24,-1.66,1.02,0
142,24,-1.7,1.02,0
143,24,-1.74,1.02,0
144,24,-1.78,1.02,0
145,24,-1.82,1.02,0
146,24,-1.86,1.02,0
147,24,-1.9,1.02,0
148,24,-1.94,1.02,0
149,24,-1.98,1.02,0
150,24,-2.02,1.02,0
151,24,-2.06,1.02,0
152,24,-2.1,1.02,0
153,24,-2.14,1.02,0
154,24,-2.18,1.02,0
155,24,-2.22,1.02,0
156,24,-2.26,1.02,0
157,24,-2.3,1.02,0
158,24,-2.34,1.02,0
159,24,-2.38,1.02,0
160,24,-2.42,1.02,0
161,24,-2.46,1.02,0
162,24,-2.5,1.02,0
163,24,-2.54,1.02,0
164,24,-2.58,1.02,0
165,24,-2.62,1.02,0
166,24,-2.66,1.02,0
167,24,-2.7,1.02,0
168,24,-2.74,1.02,0
169,24,-2.78,1.02,0
170,24,-2.82,1.02,0
171,24,-2.86,1.02,0
172,24,-2.9,1.02,0
173,24,-2.94,1.02,0
174,24,-2.98,1.02,0
175,24,-3.02,1.02,0
176,24,-3.06,1.02,0
177,24,-3.1,1.02,0
178,24,-3.14,1.02,0
179,24,-3.18,1.02,0
180,24,-3.22,1.02,0
181,24,-3.26,1.02,0
182,24,-3.3,1.02,0
183,24,-3.34,1.02,0
184,24,-3.38,1.02,0
185,24,-3.42,1.02,0
186,24,-3.46,1.02,0
187,24,-3.5,1.02,0
188,24,-3.54,1.02,0
189,24,-3.58,1.02,0
190,24,-3.62,1.02,0
191,24,-3.66,1.02,0
192,24,-3.7,1.02,0
193,24,-3.74,1.02,0
194,24,-3.78,1.02,0
195,24,-3.82,1.02,0
196,24,-3.86,1.02,0
197,24,-3.9,1.02,0
198,24,-3.94,1.02,0
199,24,-3.98,1.02,0
0,25,3.98,0.98,0
1,25,3.94,0.98,0
2,25,3.9,0.98,0
3,25,3.86,0.98,0
4,25,3.82,0.98,0
5,25,3.78,0.98,0
6,25,3.74,0.98,0
7,25,3.7,0.98,0
8,25,3.66,0.98,0
9,25,3.62,0.98,0
10,25,3.58,0.98,0
11,25,3.54,0.98,0
12,25,3.5,0.98,0
13,25,3.46,0.98,0
14,25,3.42,0.98,0
15,25,3.38,0.98,0
16,25,3.34,0.98,0
17,25,3.3,0.98,0
18,25,3.26,0.98,0
19,25,3.22,0.98,0
20,25,3.18,0.98,0
21,25,3.14,0.98,0
22,25,3.1,0.98,0
23,25,3.06,0.98,0
24,25,3.02,0.98,0
25,25,2.98,0.98,0
26,25,2.94,0.98,0
27,25,2.9,0.98,0
28,25,2.86,0.98,0
29,25,2.82,0.98,0
30,25,2.78,0.98,0
31,25,2.74,0.98,0
32,25,2.7,0.98,0
33,25,2.66,0.98,0
34,25,2.62,0.98,0
35,25,2.58,0.98,0
36,25,2.54,0.98,0
37,25,2.5,0.98,0
38,25,2.46,0.98,0
39,25,2.42,0.98,0
40,25,2.38,0.98,0
41,25,2.34,0.98,0
42,25,2.3,0.98,0
43,25,2.26,0.98,0
44,25,2.22,0.98,0
45,25,2.18,0.98,0
46,25,2.14,0.98,0
47,25,2.1,0.98,0
48,25,2.06,0.98,0
49,25,2.02,0.98,0.370000004768
50,25,1.98,0.98,0.370000004768
51,25,1.94,0.98,0.34999999404
52,25,1.9,0.98,0.34999999404
53,25,1.86,0.98,0.34999999404
54,25,1.82,0.98,0.34999999404
55,25,1.78,0.98,0.34999999404
56,25,1.74,0.98,0.34999999404
57,25,1.7,0.98,0.34999999404
58,25,1.66,0.98,0.34999999404
59,25,1.62,0.98,0.34999999404
60,25,1.58,0.98,0.34999999404
61,25,1.54,0.98,0.34999999404
62,25,1.5,0.98,0.34999999404
63,25,1.46,0.98,0.34999999404
64,25,1.42,0.98,0.34999999404
65,25,1.38,0.98,0.34999999404
66,25,1.34,0.98,0.34999999404
67,25,1.3,0.98,0.34999999404
68,25,1.26,0.98,0.34999999404
69,25,1.22,0.98,0.34999999404
70,25,1.18,0.98,0.34999999404
71,25,1.14,0.98,0.34999999404
72,25,1.1,0.98,0.34999999404
73,25,1.06,0.98,0.34999999404
74,25,1.02,0.98,0.370000004768
75,25,0.98,0.98,0.370000004768
76,25,0.94,0.98,0
77,25,0.9,0.98,0
78,25,0.86,0.98,0
79,25,0.82,0.98,0
80,25,0.78,0.98,0
81,25,0.74,0.98,0
82,25,0.7,0.98,0
83,25,0.66,0.98,0
84,25,0.62,0.98,0
85,25,0.58,0.98,0
86,25,0.54,0.98,0
87,25,0.5,0.98,0
88,25,0.46,0.98,0
89,25,0.42,0.98,0
90,25,0.38,0.98,0
91,25,0.34,0.98,0
92,25,0.3,0.98,0
93,25,0.26,0.98,0
94,25,0.22,0.98,0
95,25,0.18,0.98,0
96,25,0.14,0.98,0
97,25,0.1,0.98,0
98,25,0.06,0.98,0
99,25,0.02,0.98,0
100,25,-0.02,0.98,0
101,25,-0.06,0.98,0
102,25,-0.1,0.98,0
103,25,-0.14,0.98,0
104,25,-0.18,0.98,0
105,25,-0.22,0.98,0
106,25,-0.26,0.98,0
107,25,-0.3,0.98,0
108,25,-0.34,0.98,0
109,25,-0.38,0.98,0
110,25,-0.42,0.98,0
111,25,-0.46,0.98,0
112,25,-0.5,0.98,0
113,25,-0.54,0.98,0
114,25,-0.58,0.98,0
115,25,-0.62,0.98,0
116,25,-0.66,0.98,0
117,25,-0.7,0.98,0
118,25,-0.74,0.98,0
119,25,-0.78,0.98,0
120,25,-0.82,0.98,0
121,25,-0.86,0.98,0
122,25,-0.9,0.98,0
123,25,-0.94,0.98,0
124,25,-0.98,0.98,0
125,25,-1.02,0.98,0
126,25,-1.06,0.98,0
127,25,-1.1,0.98,0
128,25,-1.14,0.98,0
129,25,-1.18,0.98,0
130,25,-1.22,0.98,0
131,25,-1.26,0.98,0
132,25,-1.3,0.98,0
133,25,-1.34,0.98,0
134,25,-1.38,0.98,0
135,25,-1.42,0.98,0
136,25,-1.46,0.98,0
137,25,-1.5,0.98,0
138,25,-1.54,0.98,0
139,25,-1.58,0.98,0
140,25,-1.62,0.98,0
141,25,-1.66,0.98,0
142,25,-1.7,0.98,0
143,25,-1.74,0.98,0
144,25,-1.78,0.98,0
145,25,-1.82,0.98,0
146,25,-1.86,0.98,0
147,25,-1.9,0.98,0
148,25,-1.94,0.98,0
149,25,-1.98,0.98,0
150,25,-2.02,0.98,0
151,25,-2.06,0.98,0
152,25,-2.1,0.98,0
153,25,-2.14,0.98,0
154,25,-2.18,0.98,0
155,25,-2.22,0.98,0
156,25,-2.26,0.98,0
157,25,-2.3,0.98,0
158,25,-2.34,0.98,0
159,25,-2.38,0.98,0
160,25,-2.42,0.98,0
161,25,-2.46,0.98,0
162,25,-2.5,0.98,0
163,25,-2.54,0.98,0
164,25,-2.58,0.98,0
165,25,-2.62,0.98,0
166,25,-2.66,0.98,0
167,25,-2.7,0.98,0
168,25,-2.74,0.98,0
169,25,-2.78,0.98,0
170,25,-2.82,0.98,0
171,25,-2.86,0.98,0
172,25,-2.9,0.98,0
173,25,-2.94,0.98,0
174,25,-2.98,0.98,0
175,25,-3.02,0.98,0
176,25,-3.06,0.98,0
177,25,-3.1,0.98,0
178,25,-3.14,0.98,0
179,25,-3.18,0.98,0
180,25,-3.22,0.98,0
181,25,-3.26,0.98,0
182,25,-3.3,0.98,0
183,25,-3.34,0.98,0
184,25,-3.38,0.98,0
185,25,-3.42,0.98,0
186,25,-3.46,0.98,0
187,25,-3.5,0.98,0
188,25,-3.54,0.98,0
189,25,-3.58,0.98,0
190,25,-3.62,0.98,0
191,25,-3.66,0.98,0
192,25,-3.7,0.98,0
193,25,-3.74,0.98,0
194,25,-3.78,0.98,0
195,25,-3.82,0.98,0
196,25,-3.86,0.98,0
197,25,-3.9,0.98,0
198,25,-3.94,0.98,0
199,25,-3.98,0.98,0
0,26,3.98,0.94,0
1,26,3.94,0.94,0
2,26,3.9,0.94,0
3,26,3.86,0.94,0
4,26,3.82,0.94,0
5,26,3.78,0.94,0
6,26,3.74,0.94,0
7,26,3.7,0.94,0
8,26,3.66,0.94,0
9,26,3.62,0.94,0
10,26,3.58,0.94,0
11,26,3.54,0.94,0
12,26,3.5,0.94,0
13,26,3.46,0.94,0
14,26,3.42,0.94,0
15,26,3.38,0.94,0
16,26,3.34,0.94,0
17,26,3.3,0.94,0
18,26,3.26,0.94,0
19,26,3.22,0.94,0
20,26,3.18,0.94,0
21,26,3.14,0.94,0
22,26,3.1,0.94,0
23,26,3.06,0.94,0
24,26,3.02,0.94,0
25,26,2.98,0.94,0
26,26,2.94,0.94,0
27,26,2.9,0.94,0
28,26,2.86,0.94,0
29,26,2.82,0.94,0
30,26,2.78,0.94,0
31,26,2.74,0.94,0
32,26,2.7,0.94,0
33,26,2.66,0.94,0
34,26,2.62,0.94,0
35,26,2.58,0.94,0
36,26,2.54,0.94,0
37,26,2.5,0.94,0
38,26,2.46,0.94,0
39,26,2.42,0.94,0
40,26,2.38,0.94,0
41,26,2.34,0.94,0
42,26,2.3,0.94,0
43,26,2.26,0.94,0
44,26,2.22,0.94,0
45,26,2.18,0.94,0
46,26,2.14,0.94,0
47,26,2.1,0.94,0
48,26,2.06,0.94,0
49,26,2.02,0.94,0.370000004768
50,26,1.98,0.94,0.370000004768
51,26,1.94,0.94,0.34999999404
52,26,1.9,0.94,0.34999999404
53,26,1.86,0.94,0.34999999404
54,26,1.82,0.94,0.34999999404
55,26,1.78,0.94,0.34999999404
56,26,1.74,0.94,0.34999999404
57,26,1.7,0.94,0.34999999404
58,26,1.66,0.94,0.34999999404
59,26,1.62,0.94,0.34999999404
60,26,1.58,0.94,0.34999999404
61,26,1.54,0.94,0.34999999404
62,26,1.5,0.94,0.34999999404
63,26,1.46,0.94,0.34999999404
64,26,1.42,0.94,0.34999999404
65,26,1.38,0.94,0.34999999404
66,26,1.34,0.94,0.34999999404
67,26,1.3,0.94,0.34999999404
68,26,1.26,0.94,0.34999999404
69,26,1.22,0.94,0.34999999404
70,26,1.18,0.94,0.34999999404
71,26,1.14,0.94,0.34999999404
72,26,1.1,0.94,0.34999999404
73,26,1.06,0.94,0.34999999404
74,26,1.02,0.94,0.370000004768
75,26,0.98,0.94,0.370000004768
76,26,0.94,0.94,0
77,26,0.9,0.94,0
78,26,0.86,0.94,0
79,26,0.82,0.94,0
80,26,0.78,0.94,0
81,26,0.74,0.94,0
82,26,0.7,0.94,0
83,26,0.66,0.94,0
84,26,0.62,0.94,0
85,26,0.58,0.94,0
86,26,0.54,0.94,0
87,26,0.5,0.94,0
88,26,0.46,0.94,0
89,26,0.42,0.94,0
90,26,0.38,0.94,0
91,26,0.34,0.94,0
92,26,0.3,0.94,0
93,26,0.26,0.94,0
94,26,0.22,0.94,0
95,26,0.18,0.94,0
96,26,0.14,0.94,0
97,26,0.1,0.94,0
98,26,0.06,0.94,0
99,26,0.02,0.94,0
100,26,-0.02,0.94,0
101,26,-0.06,0.94,0
102,26,-0.1,0.94,0
103,26,-0.14,0.94,0
104,26,-0.18,0.94,0
105,26,-0.22,0.94,0
106,26,-0.26,0.94,0
107,26,-0.3,0.94,0
108,26,-0.34,0.94,0
109,26,-0.38,0.94,0
110,26,-0.42,0.94,0
111,26,-0.46,0.94,0
112,26,-0.5,0.94,0
113,26,-0.54,0.94,0
114,26,-0.58,0.94,0
115,26,-0.62,0.94,0
116,26,-0.66,0.94,0
117,26,-0.7,0.94,0
118,26,-0.74,0.94,0
119,26,-0.78,0.94,0
120,26,-0.82,0.94,0
121,26,-0.86,0.94,0
122,26,-0.9,0.94,0
123,26,-0.94,0.94,0
124,26,-0.98,0.94,0
125,26,-1.02,0.94,0
126,26,-1.06,0.94,0
127,26,-1.1,0.94,0
128,26,-1.14,0.94,0
129,26,-1.18,0.94,0
130,26,-1.22,0.94,0
131,26,-1.26,0.94,0
132,26,-1.3,0.94,0
133,26,-1.34,0.94,0
134,26,-1.38,0.94,0
135,26,-1.42,0.94,0
136,26,-1.46,0.94,0
137,26,-1.5,0.94,0
138,26,-1.54,0.94,0
139,26,-1.58,0.94,0
140,26,-1.62,0.94,0
141,26,-1.66,0.94,0
142,26,-1.7,0.94,0
143,26,-1.74,0.94,0
144,26,-1.78,0.94,0
145,26,-1.82,0.94,0
146,26,-1.86,0.94,0
147,26,-1.9,0.94,0
148,26,-1.94,0.94,0
149,26,-1.98,0.94,0
150,26,-2.02,0.94,0
151,26,-2.06,0.94,0
152,26,-2.1,0.94,0
153,26,-2.14,0.94,0
154,26,-2.18,0.94,0
155,26,-2.22,0.94,0
156,26,-2.26,0.94,0
157,26,-2.3,0.94,0
158,26,-2.34,0.94,0
159,26,-2.38,0.94,0
160,26,-2.42,0.94,0
161,26,-2.46,0.94,0
162,26,-2.5,0.94,0
163,26,-2.54,0.94,0
164,26,-2.58,0.94,0
165,26,-2.62,0.94,0
166,26,-2.66,0.94,0
167,26,-2.7,0.94,0
168,26,-2.74,0.94,0
169,26,-2.78,0.94,0
170,26,-2.82,0.94,0
171,26,-2.86,0.94,0
172,26,-2.9,0.94,0
173,26,-2.94,0.94,0
174,26,-2.98,0.94,0
175,26,-3.02,0.94,0
176,26,-3.06,0.94,0
177,26,-3.1,0.94,0
178,26,-3.14,0.94,0
179,26,-3.18,0.94,0
180,26,-3.22,0.94,0
181,26,-3.26,0.94,0
182,26,-3.3,0.94,0
183,26,-3.34,0.94,0
184,26,-3.38,0.94,0
185,26,-3.42,0.94,0
186,26,-3.46,0.94,0
187,26,-3.5,0.94,0
188,26,-3.54,0.94,0
189,26,-3.58,0.94,0
190,26,-3.62,0.94,0
191,26,-3.66,0.94,0
192,26,-3.7,0.94,0
193,26,-3.74,0.94,0
194,26,-3.78,0.94,0
195,26,-3.82,0.94,0
196,26,-3.86,0.94,0
197,26,-3.9,0.94,0
198,26,-3.94,0.94,0
199,26,-3.98,0.94,0
0,27,3.98,0.9,0
1,27,3.94,0.9,0
2,27,3.9,0.9,0
3,27,3.86,0.9,0
4,27,3.82,0.9,0
5,27,3.78,0.9,0
6,27,3.74,0.9,0
7,27,3.7,0.9,0
8,27,3.66,0.9,0
9,27,3.62,0.9,0
10,27,3.58,0.9,0
11,27,3.54,0.9,0
12,27,3.5,0.9,0
13,27,3.46,0.9,0
14,27,3.42,0.9,0
15,27,3.38,0.9,0
16,27,3.34,0.9,0
17,27,3.3,0.9,0
18,27,3.26,0.9,0
19,27,3.22,0.9,0
20,27,3.18,0.9,0
21,27,3.14,0.9,0
22,27,3.1,0.9,0
23,27,3.06,0.9,0
24,27,3.02,0.9,0
25,27,2.98,0.9,0
26,27,2.94,0.9,0
27,27,2.9,0.9,0
28,27,2.86,0.9,0
29,27,2.82,0.9,0
30,27,2.78,0.9,0
31,27,2.74,0.9,0
32,27,2.7,0.9,0
33,27,2.66,0.9,0
34,27,2.62,0.9,0
35,27,2.58,0.9,0
36,27,2.54,0.9,0
37,27,2.5,0.9,0
38,27,2.46,0.9,0
39,27,2.42,0.9,0
40,27,2.38,0.9,0
41,27,2.34,0.9,0
42,27,2.3,0.9,0
43,27,2.26,0.9,0
44,27,2.22,0.9,0
45,27,2.18,0.9,0
46,27,2.14,0.9,0
47,27,2.1,0.9,0
48,27,2.06,0.9,0
49,27,2.02,0.9,0.370000004768
50,27,1.98,0.9,0.370000004768
51,27,1.94,0.9,0.34999999404
52,27,1.9,0.9,0.34999999404
53,27,1.86,0.9,0.34999999404
54,27,1.82,0.9,0.34999999404
55,27,1.78,0.9,0.34999999404
56,27,1.74,0.9,0.34999999404
57,27,1.7,0.9,0.34999999404
58,27,1.66,0.9,0.34999999404
59,27,1.62,0.9,0.34999999404
60,27,1.58,0.9,0.34999999404
61,27,1.54,0.9,0.34999999404
62,27,1.5,0.9,0.34999999404
63,27,1.46,0.9,0.34999999404
64,27,1.42,0.9,0.34999999404
65,27,1.38,0.9,0.34999999404
66,27,1.34,0.9,0.34999999404
67,27,1.3,0.9,0.34999999404
68,27,1.26,0.9,0.34999999404
69,27,1.22,0.9,0.34999999404
70,27,1.18,0.9,0.34999999404
71,27,1.14,0.9,0.34999999404
72,27,1.1,0.9,0.34999999404
73,27,1.06,0.9,0.34999999404
74,27,1.02,0.9,0.370000004768
75,27,0.98,0.9,0.370000004768
76,27,0.94,0.9,0
77,27,0.9,0.9,0
78,27,0.86,0.9,0
79,27,0.82,0.9,0
80,27,0.78,0.9,0
81,27,0.74,0.9,0
82,27,0.7,0.9,0
83,27,0.66,0.9,0
84,27,0.62,0.9,0
85,27,0.58,0.9,0
86,27,0.54,0.9,0
87,27,0.5,0.9,0
88,27,0.46,0.9,0
89,27,0.42,0.9,0
90,27,0.38,0.9,0
91,27,0.34,0.9,0
92,27,0.3,0.9,0
93,27,0.26,0.9,0
94,27,0.22,0.9,0
95,27,0.18,0.9,0
96,27,0.14,0.9,0
97,27,0.1,0.9,0
98,27,0.06,0.9,0
99,27,0.02,0.9,0
100,27,-0.02,0.9,0
101,27,-0.06,0.9,0
102,27,-0.1,0.9,0
103,27,-0.14,0.9,0
104,27,-0.18,0.9,0
105,27,-0.22,0.9,0
106,27,-0.26,0.9,0
107,27,-0.3,0.9,0
108,27,-0.34,0.9,0
109,27,-0.38,0.9,0
110,27,-0.42,0.9,0
111,27,-0.46,0.9,0
112,27,-0.5,0.9,0
113,27,-0.54,0.9,0
114,27,-0.58,0.9,0
115,27,-0.62,0.9,0
116,27,-0.66,0.9,0
117,27,-0.7,0.9,0
118,27,-0.74,0.9,0
119,27,-0.78,0.9,0
120,27,-0.82,0.9,0
121,27,-0.86,0.9,0
122,27,-0.9,0.9,0
123,27,-0.94,0.9,0
124,27,-0.98,0.9,0
125,27,-1.02,0.9,0
126,27,-1.06,0.9,0
127,27,-1.1,0.9,0
128,27,-1.14,0.9,0
129,27,-1.18,0.9,0
130,27,-1.22,0.9,0
131,27,-1.26,0.9,0
132,27,-1.3,0.9,0
133,27,-1.34,0.9,0
134,27,-1.38,0.9,0
135,27,-1.42,0.9,0
136,27,-1.46,0.9,0
137,27,-1.5,0.9,0
138,27,-1.54,0.9,0
139,27,-1.58,0.9,0
140,27,-1.62,0.9,0
141,27,-1.66,0.9,0
142,27,-1.7,0.9,0
143,27,-1.74,0.9,0
144,27,-1.78,0.9,0
145,27,-1.82,0.9,0
146,27,-1.86,0.9,0
147,27,-1.9,0.9,0
148,27,-1.94,0.9,0
149,27,-1.98,0.9,0
150,27,-2.02,0.9,0
151,27,-2.06,0.9,0
152,27,-2.1,0.9,0
153,27,-2.14,0.9,0
154,27,-2.18,0.9,0
155,27,-2.22,0.9,0
156,27,-2.26,0.9,0
157,27,-2.3,0.9,0
158,27,-2.34,0.9,0
159,27,-2.38,0.9,0
160,27,-2.42,0.9,0
161,27,-2.46,0.9,0
162,27,-2.5,0.9,0
163,27,-2.54,0.9,0
164,27,-2.58,0.9,0
165,27,-2.62,0.9,0
166,27,-2.66,0.9,0
167,27,-2.7,0.9,0
168,27,-2.74,0.9,0
169,27,-2.78,0.9,0
170,27,-2.82,0.9,0
171,27,-2.86,0.9,0
172,27,-2.9,0.9,0
173,27,-2.94,0.9,0
174,27,-2.98,0.9,0
175,27,-3.02,0.9,0
176,27,-3.06,0.9,0
177,27,-3.1,0.9,0
178,27,-3.14,0.9,0
179,27,-3.18,0.9,0
180,27,-3.22,0.9,0
181,27,-3.26,0.9,0
182,27,-3.3,0.9,0
183,27,-3.34,0.9,0
184,27,-3.38,0.9,0
185,27,-3.42,0.9,0
186,27,-3.46,0.9,0
187,27,-3.5,0.9,0
188,27,-3.54,0.9,0
189,27,-3.58,0.9,0
190,27,-3.62,0.9,0
191,27,-3.66,0.9,0
192,27,-3.7,0.9,0
193,27,-3.74,0.9,0
194,27,-3.78,0.9,0
195,27,-3.82,0.9,0
196,27,-3.86,0.9,0
197,27,-3.9,0.9,0
198,27,-3.94,0.9,0
199,27,-3.98,0.9,0
0,28,3.98,0.86,0
1,28,3.94,0.86,0
2,28,3.9,0.86,0
3,28,3.86,0.86,0
4,28,3.82,0.86,0
5,28,3.78,0.86,0
6,28,3.74,0.86,0
7,28,3.7,0.86,0
8,28,3.66,0.86,0
9,28,3.62,0.86,0
10,28,3.58,0.86,0
11,28,3.54,0.86,0
12,28,3.5,0.86,0
13,28,3.46,0.86,0
14,28,3.42,0.86,0
15,28,3.38,0.86,0
16,28,3.34,0.86,0
17,28,3.3,0.86,0
18,28,3.26,0.86,0
19,28,3.22,0.86,0
20,28,3.18,0.86,0
21,28,3.14,0.86,0
22,28,3.1,0.86,0
23,28,3.06,0.86,0
24,28,3.02,0.86,0
